trans_id,prod_upc,cust_id,trans_timestamp,trans_year,trans_month,trans_day,trans_hour,trans_quantity,cust_age,cust_state,prod_price,prod_title,prod_category,prod_animal_type,prod_size,total_sales
10300325,733426809698,1001231,2021-01-15 11:29:15.635850,2021,1,15,15,1,41,Louisiana,18.95,Yum Fish-Dish,food,cat,,0
10310839,733426809698,1010102,2021-04-29 12:53:58.768949,2021,4,29,29,2,23,Idaho,18.95,Yum Fish-Dish,food,cat,,0
10315393,344538897332,1013596,2021-05-20 11:39:27.510232,2021,5,20,20,1,25,New Jersey,19.99,Feline Fix Mix,treat,cat,,0
10301314,904582148679,1002130,2021-02-07 08:59:33.455525,2021,2,7,7,2,31,Arizona,12.97,Whole Chemistry Recipe,food,dog,small,0
10307205,719638485153,1001739,2021-04-08 11:55:53.481922,2021,4,8,8,1,40,Virginia,72.99,Cat Cave,bedding,cat,,0
10307989,717036112695,1007833,2021-04-13 11:58:12.896352,2021,4,13,13,2,37,New York,60.99,Reddy Beddy,bedding,dog,medium,0
10306260,287663658863,1002237,2021-04-02 11:47:06.922504,2021,4,2,2,1,36,Pennsylvania,9.95,All Veggie Yummies,treat,dog,,0
10315617,73201504044,1013762,2021-05-21 11:09:24.943324,2021,5,21,21,1,26,North Carolina,18.95,Purrfect Puree,treat,cat,,0
10309419,832878954342,1002731,2021-04-21 07:42:18.093133,2021,4,21,21,1,34,Connecticut,45.99,Snoozer Hammock,bedding,cat,,0
10316911,287663658863,1014682,2021-05-26 08:38:35.624147,2021,5,26,26,1,31,Pennsylvania,9.95,All Veggie Yummies,treat,dog,,0
10310553,575410882303,1009879,2021-04-28 09:37:35.664876,2021,4,28,28,2,26,Hawaii,21.95,Chomp-a Plush,toy,dog,,0
10302512,73201504044,1003197,2021-02-26 12:33:44.721428,2021,2,26,26,2,24,California,18.95,Purrfect Puree,treat,cat,,0
10314415,521244155990,1012875,2021-05-16 12:08:41.906890,2021,5,16,16,1,31,New York,54.95,Reddy Beddy,bedding,dog,small,0
10308932,904582148679,1008602,2021-04-19 07:31:11.356969,2021,4,19,19,1,42,Texas,12.97,Whole Chemistry Recipe,food,dog,small,0
10300340,344934101144,1001245,2021-01-15 09:28:18.542922,2021,1,15,15,1,25,New York,24.95,Fetch Blaster,toy,dog,,0
10302491,733426809698,1002840,2021-02-26 11:22:11.751487,2021,2,26,26,2,40,Illinois,18.95,Yum Fish-Dish,food,cat,,0
10312670,140160459467,1011545,2021-05-08 06:35:23.231291,2021,5,8,8,1,28,Pennsylvania,48.95,Snoozer Essentails,bedding,dog,,0
10302675,832878954342,1003343,2021-02-28 12:07:59.241815,2021,2,28,28,1,24,Ohio,45.99,Snoozer Hammock,bedding,cat,,0
10307315,704772572943,1007293,2021-04-09 12:18:25.397116,2021,4,9,9,1,29,New York,35.98,Scratchy Post,toy,cat,,0
10301602,469757173540,1002390,2021-02-12 11:55:54.917112,2021,2,12,12,1,29,Texas,35.99,Kitty Climber,toy,cat,,0
10309147,242313721729,1008774,2021-04-20 11:18:16.180124,2021,4,20,20,1,26,Pennsylvania,65.99,Reddy Beddy,bedding,dog,large,0
10314935,969568933713,1006344,2021-05-18 12:12:13.287333,2021,5,18,18,2,35,Connecticut,32.99,Foozy Mouse,toy,cat,,0
10301411,374613020864,1001191,2021-02-09 10:17:16.357755,2021,2,9,9,3,27,New Jersey,10.97,Chewie Dental,treat,dog,,0
10307143,100469015054,1007148,2021-04-08 13:37:19.026762,2021,4,8,8,1,26,New York,18.95,Tuna Tasties,treat,cat,,0
10316842,374613020864,1008488,2021-05-26 11:47:13.664437,2021,5,26,26,1,31,Ohio,10.97,Chewie Dental,treat,dog,,0
10310269,575410882303,1009660,2021-04-26 09:50:37.587002,2021,4,26,26,1,24,Tennessee,21.95,Chomp-a Plush,toy,dog,,0
10315327,719638485153,1013552,2021-05-20 10:52:46.110998,2021,5,20,20,1,35,California,72.99,Cat Cave,bedding,cat,,0
10316312,845773115334,1014254,2021-05-24 10:45:44.919391,2021,5,24,24,2,24,New York,12.99,Purr Mix,food,cat,,0
10317102,242313721729,1002347,2021-05-27 09:53:57.130376,2021,5,27,27,1,38,Pennsylvania,65.99,Reddy Beddy,bedding,dog,large,0
10311004,719638485153,1003695,2021-04-30 11:57:42.580084,2021,4,30,30,2,23,New York,72.99,Cat Cave,bedding,cat,,0
10314141,73201504044,1011488,2021-05-15 13:04:01.833365,2021,5,15,15,1,26,California,18.95,Purrfect Puree,treat,cat,,0
10305714,719638485153,1005953,2021-03-29 09:24:32.827368,2021,3,29,29,1,25,New York,72.99,Cat Cave,bedding,cat,,0
10317279,441530839394,1013222,2021-05-27 15:56:29.452481,2021,5,27,27,1,28,New Jersey,28.45,Ball and String,toy,cat,,0
10313835,733426809698,1012435,2021-05-13 09:28:00.375517,2021,5,13,13,1,32,New York,18.95,Yum Fish-Dish,food,cat,,0
10305414,621046126170,1005700,2021-03-26 10:08:40.133887,2021,3,26,26,1,27,New York,22.99,Tug-a-Back,toy,dog,,0
10301615,845773115334,1002401,2021-02-13 06:56:03.606096,2021,2,13,13,1,29,New York,12.99,Purr Mix,food,cat,,0
10315090,140160459467,1013376,2021-05-19 12:16:54.868886,2021,5,19,19,1,26,Connecticut,48.95,Snoozer Essentails,bedding,dog,,0
10314738,704772572943,1001457,2021-05-17 08:49:18.948954,2021,5,17,17,1,39,New York,35.98,Scratchy Post,toy,cat,,0
10310610,441530839394,1005369,2021-04-28 14:22:14.970935,2021,4,28,28,3,44,New York,28.45,Ball and String,toy,cat,,0
10303111,140160459467,1003721,2021-03-05 12:25:36.573197,2021,3,5,5,1,29,New York,48.95,Snoozer Essentails,bedding,dog,,0
10312198,621046126170,1011178,2021-05-06 08:26:09.453700,2021,5,6,6,1,25,Pennsylvania,22.99,Tug-a-Back,toy,dog,,0
10317038,733426809698,1014781,2021-05-27 12:30:31.371297,2021,5,27,27,1,27,California,18.95,Yum Fish-Dish,food,cat,,0
10308550,845773115334,1005116,2021-04-16 16:05:46.518847,2021,4,16,16,1,30,California,12.99,Purr Mix,food,cat,,0
10313011,344934101144,1011809,2021-05-10 12:57:53.715997,2021,5,10,10,1,29,New York,24.95,Fetch Blaster,toy,dog,,0
10303968,100469015054,1002011,2021-03-14 11:06:52.972102,2021,3,14,14,1,25,New York,18.95,Tuna Tasties,treat,cat,,0
10302851,575410882303,1003496,2021-03-02 09:36:32.200814,2021,3,2,2,2,45,Tennessee,21.95,Chomp-a Plush,toy,dog,,0
10302053,832878954342,1002790,2021-02-20 10:35:49.317048,2021,2,20,20,1,36,New Jersey,45.99,Snoozer Hammock,bedding,cat,,0
10302078,845773115334,1002814,2021-02-20 11:35:54.724274,2021,2,20,20,1,25,New Jersey,12.99,Purr Mix,food,cat,,0
10311316,140160459467,1002173,2021-05-01 11:51:55.649737,2021,5,1,1,1,36,Pennsylvania,48.95,Snoozer Essentails,bedding,dog,,0
10302000,242313721729,1002742,2021-02-19 07:37:28.812287,2021,2,19,19,1,22,West Virginia,65.99,Reddy Beddy,bedding,dog,large,0
10302433,374613020864,1003127,2021-02-25 08:04:33.517378,2021,2,25,25,1,25,California,10.97,Chewie Dental,treat,dog,,0
10308654,344538897332,1004701,2021-04-17 07:27:25.613218,2021,4,17,17,1,31,New York,19.99,Feline Fix Mix,treat,cat,,0
10309224,845773115334,1008839,2021-04-20 14:10:42.590482,2021,4,20,20,1,28,Maryland,12.99,Purr Mix,food,cat,,0
10314056,344538897332,1012608,2021-05-14 11:01:39.720052,2021,5,14,14,1,32,New Jersey,19.99,Feline Fix Mix,treat,cat,,0
10317544,704772572943,1015132,2021-05-28 09:03:52.519221,2021,5,28,28,1,29,New Jersey,35.98,Scratchy Post,toy,cat,,0
10301518,73201504044,1002312,2021-02-11 13:14:12.617273,2021,2,11,11,1,28,New York,18.95,Purrfect Puree,treat,cat,,0
10311184,904582148679,1001474,2021-05-01 09:50:19.599171,2021,5,1,1,1,30,Nebraska,12.97,Whole Chemistry Recipe,food,dog,small,0
10308588,287663658863,1008333,2021-04-17 12:56:36.876578,2021,4,17,17,2,21,Pennsylvania,9.95,All Veggie Yummies,treat,dog,,0
10300663,469757173540,1001542,2021-01-24 11:31:30.065209,2021,1,24,24,1,23,Pennsylvania,35.99,Kitty Climber,toy,cat,,0
10309983,242313721729,1002394,2021-04-24 09:36:48.085697,2021,4,24,24,1,34,Florida,65.99,Reddy Beddy,bedding,dog,large,0
10314853,969568933713,1013203,2021-05-18 14:00:43.376031,2021,5,18,18,1,26,Pennsylvania,32.99,Foozy Mouse,toy,cat,,0
10301560,344934101144,1002352,2021-02-12 12:06:48.396349,2021,2,12,12,1,37,New Jersey,24.95,Fetch Blaster,toy,dog,,0
10303528,374613020864,1004076,2021-03-09 07:28:17.053103,2021,3,9,9,1,25,New Jersey,10.97,Chewie Dental,treat,dog,,0
10301769,287663658863,1002538,2021-02-16 09:19:50.185483,2021,2,16,16,2,29,New York,9.95,All Veggie Yummies,treat,dog,,0
10313920,483326155497,1012503,2021-05-14 06:16:22.844203,2021,5,14,14,1,25,Pennsylvania,10.99,The New Bone,food,dog,large,0
10310487,621046126170,1009828,2021-04-27 10:23:03.286131,2021,4,27,27,1,49,Missouri,22.99,Tug-a-Back,toy,dog,,0
10305213,845773115334,1005529,2021-03-25 11:25:17.971172,2021,3,25,25,3,23,Georgia,12.99,Purr Mix,food,cat,,0
10300375,845773115334,1001278,2021-01-16 12:33:05.841831,2021,1,16,16,1,36,New York,12.99,Purr Mix,food,cat,,0
10301604,344934101144,1002392,2021-02-13 09:55:57.122854,2021,2,13,13,1,36,Illinois,24.95,Fetch Blaster,toy,dog,,0
10306619,441530839394,1006710,2021-04-04 10:05:50.737192,2021,4,4,4,1,45,New York,28.45,Ball and String,toy,cat,,0
10308457,845773115334,1005887,2021-04-16 07:12:50.778863,2021,4,16,16,1,27,New York,12.99,Purr Mix,food,cat,,0
10312905,845773115334,1011724,2021-05-09 07:33:19.103906,2021,5,9,9,2,35,Pennsylvania,12.99,Purr Mix,food,cat,,0
10304788,287663658863,1005156,2021-03-21 10:23:13.526760,2021,3,21,21,1,22,Connecticut,9.95,All Veggie Yummies,treat,dog,,0
10301157,719638485153,1001989,2021-02-04 12:35:01.809041,2021,2,4,4,1,32,Maryland,72.99,Cat Cave,bedding,cat,,0
10307085,904582148679,1004432,2021-04-07 08:44:35.058573,2021,4,7,7,2,29,Pennsylvania,12.97,Whole Chemistry Recipe,food,dog,small,0
10306597,100469015054,1006692,2021-04-04 10:11:04.565120,2021,4,4,4,2,23,New York,18.95,Tuna Tasties,treat,cat,,0
10305926,704772572943,1006134,2021-03-30 15:39:10.522123,2021,3,30,30,1,35,Pennsylvania,35.98,Scratchy Post,toy,cat,,0
10309253,344538897332,1008862,2021-04-21 10:33:10.928415,2021,4,21,21,1,24,Pennsylvania,19.99,Feline Fix Mix,treat,cat,,0
10306498,483326155497,1006608,2021-04-03 11:53:31.361977,2021,4,3,3,2,23,New Jersey,10.99,The New Bone,food,dog,large,0
10310651,344538897332,1009955,2021-04-28 09:11:54.530972,2021,4,28,28,1,46,New Jersey,19.99,Feline Fix Mix,treat,cat,,0
10302537,140160459467,1003217,2021-02-26 11:33:03.010450,2021,2,26,26,1,32,Michigan,48.95,Snoozer Essentails,bedding,dog,,0
10303815,140160459467,1004320,2021-03-12 07:34:37.505963,2021,3,12,12,1,35,New Jersey,48.95,Snoozer Essentails,bedding,dog,,0
10308890,469757173540,1003845,2021-04-18 11:37:46.284725,2021,4,18,18,2,36,Michigan,35.99,Kitty Climber,toy,cat,,0
10311667,140160459467,1010761,2021-05-03 11:23:19.110326,2021,5,3,3,2,23,Illinois,48.95,Snoozer Essentails,bedding,dog,,0
10310368,425361189561,1009734,2021-04-27 10:49:32.742045,2021,4,27,27,1,25,California,15.99,Snack-em Fish,treat,cat,,0
10308956,100469015054,1008620,2021-04-19 12:48:37.530820,2021,4,19,19,1,29,Alabama,18.95,Tuna Tasties,treat,cat,,0
10312149,717036112695,1011142,2021-05-06 08:07:29.510689,2021,5,6,6,1,21,Connecticut,60.99,Reddy Beddy,bedding,dog,medium,0
10303776,621046126170,1004286,2021-03-12 09:54:22.937479,2021,3,12,12,4,25,New York,22.99,Tug-a-Back,toy,dog,,0
10307241,621046126170,1007229,2021-04-08 10:07:05.599237,2021,4,8,8,1,26,Florida,22.99,Tug-a-Back,toy,dog,,0
10304808,287663658863,1005174,2021-03-21 12:34:27.642173,2021,3,21,21,1,20,New York,9.95,All Veggie Yummies,treat,dog,,0
10303564,904582148679,1004108,2021-03-10 09:13:12.456716,2021,3,10,10,1,26,New York,12.97,Whole Chemistry Recipe,food,dog,small,0
10302066,483326155497,1002519,2021-02-20 11:53:46.402631,2021,2,20,20,2,38,New York,10.99,The New Bone,food,dog,large,0
10314990,73201504044,1006388,2021-05-18 11:03:10.068426,2021,5,18,18,2,25,Rhode Island,18.95,Purrfect Puree,treat,cat,,0
10309574,733426809698,1009114,2021-04-22 11:59:56.861430,2021,4,22,22,3,28,New Jersey,18.95,Yum Fish-Dish,food,cat,,0
10315777,344538897332,1013886,2021-05-22 09:26:58.027181,2021,5,22,22,2,27,New York,19.99,Feline Fix Mix,treat,cat,,0
10306930,374613020864,1006969,2021-04-06 11:42:13.829873,2021,4,6,6,2,33,Florida,10.97,Chewie Dental,treat,dog,,0
10305075,425361189561,1005408,2021-03-24 12:06:20.844118,2021,3,24,24,1,25,New York,15.99,Snack-em Fish,treat,cat,,0
10310603,719638485153,1009918,2021-04-28 13:39:22.377387,2021,4,28,28,1,44,Alabama,72.99,Cat Cave,bedding,cat,,0
10303729,904582148679,1004246,2021-03-11 11:10:29.392277,2021,3,11,11,2,41,Pennsylvania,12.97,Whole Chemistry Recipe,food,dog,small,0
10304167,704772572943,1004627,2021-03-16 10:21:26.321502,2021,3,16,16,2,23,New York,35.98,Scratchy Post,toy,cat,,0
10315209,344934101144,1013467,2021-05-19 10:39:27.363333,2021,5,19,19,1,36,Pennsylvania,24.95,Fetch Blaster,toy,dog,,0
10301636,140160459467,1002419,2021-02-13 11:01:57.739881,2021,2,13,13,1,21,Illinois,48.95,Snoozer Essentails,bedding,dog,,0
10300349,521244155990,1001254,2021-01-15 13:10:15.373231,2021,1,15,15,4,25,Florida,54.95,Reddy Beddy,bedding,dog,small,0
10315698,621046126170,1013826,2021-05-21 13:15:26.603644,2021,5,21,21,1,24,Pennsylvania,22.99,Tug-a-Back,toy,dog,,0
10310168,469757173540,1009585,2021-04-26 07:43:40.097043,2021,4,26,26,1,44,New Jersey,35.99,Kitty Climber,toy,cat,,0
10302864,832878954342,1003507,2021-03-02 11:50:21.703490,2021,3,2,2,1,26,New Mexico,45.99,Snoozer Hammock,bedding,cat,,0
10311624,832878954342,1010724,2021-05-03 12:17:15.818421,2021,5,3,3,3,29,Pennsylvania,45.99,Snoozer Hammock,bedding,cat,,0
10306095,575410882303,1006272,2021-04-01 10:12:36.862800,2021,4,1,1,1,22,Florida,21.95,Chomp-a Plush,toy,dog,,0
10300768,425361189561,1001636,2021-01-27 10:55:09.944445,2021,1,27,27,1,29,Alabama,15.99,Snack-em Fish,treat,cat,,0
10311898,575410882303,1010941,2021-05-04 12:31:04.710733,2021,5,4,4,1,21,New York,21.95,Chomp-a Plush,toy,dog,,0
10301188,719638485153,1002017,2021-02-05 08:49:36.523734,2021,2,5,5,3,37,Pennsylvania,72.99,Cat Cave,bedding,cat,,0
10304850,100469015054,1005212,2021-03-22 10:55:12.486552,2021,3,22,22,1,30,California,18.95,Tuna Tasties,treat,cat,,0
10313911,287663658863,1012495,2021-05-14 11:40:37.730465,2021,5,14,14,1,43,New Jersey,9.95,All Veggie Yummies,treat,dog,,0
10316148,73201504044,1014144,2021-05-23 11:42:51.826322,2021,5,23,23,2,29,New York,18.95,Purrfect Puree,treat,cat,,0
10305422,73201504044,1005707,2021-03-26 11:37:36.574188,2021,3,26,26,2,35,New Jersey,18.95,Purrfect Puree,treat,cat,,0
10313008,242313721729,1011807,2021-05-10 10:57:03.057392,2021,5,10,10,2,24,Georgia,65.99,Reddy Beddy,bedding,dog,large,0
10305247,575410882303,1004236,2021-03-25 09:29:44.992429,2021,3,25,25,1,32,New York,21.95,Chomp-a Plush,toy,dog,,0
10314410,344538897332,1012872,2021-05-16 08:26:14.410525,2021,5,16,16,1,25,Oregon,19.99,Feline Fix Mix,treat,cat,,0
10308507,719638485153,1008267,2021-04-16 09:31:23.077291,2021,4,16,16,3,25,Pennsylvania,72.99,Cat Cave,bedding,cat,,0
10306925,100469015054,1006965,2021-04-06 07:50:46.031991,2021,4,6,6,1,29,Florida,18.95,Tuna Tasties,treat,cat,,0
10311543,344538897332,1003371,2021-05-03 10:50:55.065541,2021,5,3,3,1,34,Pennsylvania,19.99,Feline Fix Mix,treat,cat,,0
10303113,575410882303,1003723,2021-03-05 09:20:26.145336,2021,3,5,5,1,28,New York,21.95,Chomp-a Plush,toy,dog,,0
10309949,425361189561,1009413,2021-04-24 08:55:23.505201,2021,4,24,24,1,30,Pennsylvania,15.99,Snack-em Fish,treat,cat,,0
10305371,287663658863,1005662,2021-03-26 07:20:28.892689,2021,3,26,26,3,30,New York,9.95,All Veggie Yummies,treat,dog,,0
10310912,73201504044,1010161,2021-04-29 10:43:36.569988,2021,4,29,29,3,33,California,18.95,Purrfect Puree,treat,cat,,0
10306208,344538897332,1006370,2021-04-01 11:47:27.222086,2021,4,1,1,1,22,New York,19.99,Feline Fix Mix,treat,cat,,0
10307222,140160459467,1007212,2021-04-08 11:26:45.506748,2021,4,8,8,1,24,Maryland,48.95,Snoozer Essentails,bedding,dog,,0
10305837,425361189561,1006058,2021-03-30 11:14:15.023992,2021,3,30,30,2,23,Montana,15.99,Snack-em Fish,treat,cat,,0
10316843,374613020864,1014635,2021-05-26 12:54:39.888771,2021,5,26,26,1,27,New York,10.97,Chewie Dental,treat,dog,,0
10304601,100469015054,1005003,2021-03-19 08:43:05.181529,2021,3,19,19,2,30,New York,18.95,Tuna Tasties,treat,cat,,0
10303410,904582148679,1003971,2021-03-08 10:07:43.521879,2021,3,8,8,1,32,New Jersey,12.97,Whole Chemistry Recipe,food,dog,small,0
10313016,374613020864,1011813,2021-05-10 12:11:33.299760,2021,5,10,10,1,24,Connecticut,10.97,Chewie Dental,treat,dog,,0
10315721,344538897332,1013843,2021-05-21 09:28:33.951801,2021,5,21,21,1,23,Arizona,19.99,Feline Fix Mix,treat,cat,,0
10315650,469757173540,1013788,2021-05-21 08:24:24.650782,2021,5,21,21,1,24,Pennsylvania,35.99,Kitty Climber,toy,cat,,0
10312851,242313721729,1011685,2021-05-09 11:05:54.738637,2021,5,9,9,1,23,Connecticut,65.99,Reddy Beddy,bedding,dog,large,0
10316885,140160459467,1006662,2021-05-26 11:33:28.687494,2021,5,26,26,1,28,New York,48.95,Snoozer Essentails,bedding,dog,,0
10310956,469757173540,1010198,2021-04-30 13:06:12.045549,2021,4,30,30,1,33,New York,35.99,Kitty Climber,toy,cat,,0
10313136,242313721729,1004061,2021-05-10 14:40:27.293819,2021,5,10,10,1,22,California,65.99,Reddy Beddy,bedding,dog,large,0
10312352,344538897332,1009514,2021-05-07 12:17:56.058772,2021,5,7,7,1,31,California,19.99,Feline Fix Mix,treat,cat,,0
10312712,717036112695,1011578,2021-05-08 11:27:24.289480,2021,5,8,8,2,22,New York,60.99,Reddy Beddy,bedding,dog,medium,0
10309157,374613020864,1008784,2021-04-20 10:29:02.543934,2021,4,20,20,1,27,New Jersey,10.97,Chewie Dental,treat,dog,,0
10314723,100469015054,1010351,2021-05-17 07:43:47.473337,2021,5,17,17,1,29,Michigan,18.95,Tuna Tasties,treat,cat,,0
10302111,469757173540,1002843,2021-02-20 10:36:43.815631,2021,2,20,20,1,23,Oregon,35.99,Kitty Climber,toy,cat,,0
10311081,904582148679,1010298,2021-04-30 11:20:47.124945,2021,4,30,30,4,36,New York,12.97,Whole Chemistry Recipe,food,dog,small,0
10305209,344538897332,1005525,2021-03-25 13:36:15.480035,2021,3,25,25,2,36,New Jersey,19.99,Feline Fix Mix,treat,cat,,0
10314096,140160459467,1012638,2021-05-15 13:32:34.329957,2021,5,15,15,1,23,California,48.95,Snoozer Essentails,bedding,dog,,0
10306884,287663658863,1006931,2021-04-06 10:59:56.038414,2021,4,6,6,1,29,New York,9.95,All Veggie Yummies,treat,dog,,0
10301169,521244155990,1001794,2021-02-05 09:32:10.055415,2021,2,5,5,1,43,New York,54.95,Reddy Beddy,bedding,dog,small,0
10312781,719638485153,1011629,2021-05-09 10:32:06.681695,2021,5,9,9,1,23,Pennsylvania,72.99,Cat Cave,bedding,cat,,0
10315863,242313721729,1013949,2021-05-22 10:55:36.043675,2021,5,22,22,2,23,New Jersey,65.99,Reddy Beddy,bedding,dog,large,0
10315128,575410882303,1013408,2021-05-19 09:18:43.677096,2021,5,19,19,1,21,New Jersey,21.95,Chomp-a Plush,toy,dog,,0
10310653,733426809698,1009957,2021-04-28 11:20:30.495736,2021,4,28,28,1,23,Tennessee,18.95,Yum Fish-Dish,food,cat,,0
10306517,969568933713,1006625,2021-04-03 12:24:45.144913,2021,4,3,3,1,24,New Hampshire,32.99,Foozy Mouse,toy,cat,,0
10309275,242313721729,1008880,2021-04-21 12:36:19.023819,2021,4,21,21,1,24,New Jersey,65.99,Reddy Beddy,bedding,dog,large,0
10302717,733426809698,1003377,2021-02-28 13:01:22.568596,2021,2,28,28,1,25,New York,18.95,Yum Fish-Dish,food,cat,,0
10300503,344934101144,1001107,2021-01-21 08:29:40.297776,2021,1,21,21,1,31,Arizona,24.95,Fetch Blaster,toy,dog,,0
10302639,832878954342,1002533,2021-02-27 10:54:46.018950,2021,2,27,27,1,25,New Jersey,45.99,Snoozer Hammock,bedding,cat,,0
10310362,374613020864,1009730,2021-04-27 10:14:06.356024,2021,4,27,27,2,22,New York,10.97,Chewie Dental,treat,dog,,0
10300200,100469015054,1001116,2021-01-08 11:27:34.885970,2021,1,8,8,1,39,South Carolina,18.95,Tuna Tasties,treat,cat,,0
10315615,719638485153,1013760,2021-05-21 07:58:52.790195,2021,5,21,21,3,29,Connecticut,72.99,Cat Cave,bedding,cat,,0
10313979,100469015054,1012550,2021-05-14 09:50:09.035094,2021,5,14,14,1,26,New Jersey,18.95,Tuna Tasties,treat,cat,,0
10309487,242313721729,1009048,2021-04-22 07:57:25.827450,2021,4,22,22,1,24,Connecticut,65.99,Reddy Beddy,bedding,dog,large,0
10304279,521244155990,1004724,2021-03-17 15:37:31.201983,2021,3,17,17,1,23,Colorado,54.95,Reddy Beddy,bedding,dog,small,0
10312155,704772572943,1011146,2021-05-06 10:19:42.550073,2021,5,6,6,1,24,New York,35.98,Scratchy Post,toy,cat,,0
10313833,832878954342,1001823,2021-05-13 13:22:49.173298,2021,5,13,13,1,41,New York,45.99,Snoozer Hammock,bedding,cat,,0
10314304,832878954342,1011958,2021-05-15 13:55:05.981445,2021,5,15,15,1,28,New York,45.99,Snoozer Hammock,bedding,cat,,0
10308834,242313721729,1008525,2021-04-18 11:51:03.067583,2021,4,18,18,1,22,Connecticut,65.99,Reddy Beddy,bedding,dog,large,0
10311278,242313721729,1004852,2021-05-01 13:26:53.255256,2021,5,1,1,1,26,Texas,65.99,Reddy Beddy,bedding,dog,large,0
10312030,441530839394,1003777,2021-05-05 13:06:45.213309,2021,5,5,5,1,22,Michigan,28.45,Ball and String,toy,cat,,0
10310795,441530839394,1010068,2021-04-29 12:44:08.956763,2021,4,29,29,3,30,New York,28.45,Ball and String,toy,cat,,0
10301702,621046126170,1002477,2021-02-14 11:01:23.734178,2021,2,14,14,2,25,Missouri,22.99,Tug-a-Back,toy,dog,,0
10301827,344934101144,1002591,2021-02-17 09:03:54.338197,2021,2,17,17,1,22,New Jersey,24.95,Fetch Blaster,toy,dog,,0
10309037,469757173540,1008687,2021-04-19 11:07:17.426698,2021,4,19,19,1,31,Florida,35.99,Kitty Climber,toy,cat,,0
10300191,575410882303,1001109,2021-01-08 13:57:47.945319,2021,1,8,8,1,19,Pennsylvania,21.95,Chomp-a Plush,toy,dog,,0
10306739,344934101144,1006811,2021-04-05 13:15:38.236312,2021,4,5,5,1,24,California,24.95,Fetch Blaster,toy,dog,,0
10306514,344538897332,1006622,2021-04-03 11:35:20.707668,2021,4,3,3,1,30,Pennsylvania,19.99,Feline Fix Mix,treat,cat,,0
10309384,344934101144,1008965,2021-04-21 11:07:00.913447,2021,4,21,21,1,27,Minnesota,24.95,Fetch Blaster,toy,dog,,0
10309615,575410882303,1009150,2021-04-22 12:14:01.787766,2021,4,22,22,1,34,Texas,21.95,Chomp-a Plush,toy,dog,,0
10310752,344538897332,1006970,2021-04-29 10:00:45.932885,2021,4,29,29,4,26,Ohio,19.99,Feline Fix Mix,treat,cat,,0
10316589,575410882303,1014454,2021-05-25 13:55:50.080258,2021,5,25,25,1,35,Texas,21.95,Chomp-a Plush,toy,dog,,0
10303278,242313721729,1003864,2021-03-07 13:33:03.971700,2021,3,7,7,1,37,Louisiana,65.99,Reddy Beddy,bedding,dog,large,0
10317545,717036112695,1015133,2021-05-28 11:55:44.167328,2021,5,28,28,2,25,Arizona,60.99,Reddy Beddy,bedding,dog,medium,0
10309388,733426809698,1008968,2021-04-21 10:31:06.816840,2021,4,21,21,1,36,New Jersey,18.95,Yum Fish-Dish,food,cat,,0
10310332,521244155990,1009287,2021-04-26 13:26:37.873023,2021,4,26,26,1,41,New York,54.95,Reddy Beddy,bedding,dog,small,0
10308059,969568933713,1007111,2021-04-13 10:36:59.896498,2021,4,13,13,1,40,New York,32.99,Foozy Mouse,toy,cat,,0
10305566,469757173540,1005829,2021-03-27 11:58:52.040824,2021,3,27,27,1,29,California,35.99,Kitty Climber,toy,cat,,0
10313498,575410882303,1012183,2021-05-12 05:40:11.264117,2021,5,12,12,1,21,New York,21.95,Chomp-a Plush,toy,dog,,0
10302503,845773115334,1003189,2021-02-26 12:34:10.809910,2021,2,26,26,1,24,New Jersey,12.99,Purr Mix,food,cat,,0
10308774,140160459467,1008475,2021-04-18 06:53:32.363493,2021,4,18,18,1,28,New York,48.95,Snoozer Essentails,bedding,dog,,0
10309033,733426809698,1008683,2021-04-19 14:32:31.917912,2021,4,19,19,1,37,Kentucky,18.95,Yum Fish-Dish,food,cat,,0
10316581,469757173540,1014449,2021-05-25 11:55:34.102496,2021,5,25,25,1,33,New Jersey,35.99,Kitty Climber,toy,cat,,0
10315545,733426809698,1013708,2021-05-21 11:50:57.275393,2021,5,21,21,3,39,New Jersey,18.95,Yum Fish-Dish,food,cat,,0
10300903,845773115334,1001757,2021-01-29 08:49:57.386816,2021,1,29,29,1,32,Ohio,12.99,Purr Mix,food,cat,,0
10308477,521244155990,1001878,2021-04-16 13:09:26.747421,2021,4,16,16,1,38,New York,54.95,Reddy Beddy,bedding,dog,small,0
10307840,719638485153,1007724,2021-04-12 08:05:38.291789,2021,4,12,12,1,22,New York,72.99,Cat Cave,bedding,cat,,0
10301884,242313721729,1001324,2021-02-17 09:50:47.366715,2021,2,17,17,1,26,Pennsylvania,65.99,Reddy Beddy,bedding,dog,large,0
10311563,287663658863,1001321,2021-05-03 09:19:25.556255,2021,5,3,3,1,25,Pennsylvania,9.95,All Veggie Yummies,treat,dog,,0
10310355,242313721729,1009116,2021-04-27 09:39:50.138184,2021,4,27,27,1,30,New York,65.99,Reddy Beddy,bedding,dog,large,0
10308023,242313721729,1007874,2021-04-13 10:33:23.090385,2021,4,13,13,1,28,New Jersey,65.99,Reddy Beddy,bedding,dog,large,0
10300966,521244155990,1001814,2021-01-31 11:33:09.559004,2021,1,31,31,1,32,California,54.95,Reddy Beddy,bedding,dog,small,0
