trans_id,prod_upc,cust_id,trans_timestamp,trans_year,trans_month,trans_day,trans_hour,trans_quantity,cust_age,cust_state,prod_price,prod_title,prod_category,prod_animal_type,total_sales
10302464,483326155497,1003155,35:25.6,2021,2,25,25,1,34,New York,10.99,The New Bone,food,dog,10.99
10302453,719638485153,1003146,53:31.9,2021,2,25,25,1,24,Virginia,72.99,Cat Cave,bedding,cat,72.99
10302413,100469015054,1003110,00:05.2,2021,2,25,25,2,29,New York,18.95,Tuna Tasties,treat,cat,37.9
10302413,832878954342,1003110,00:05.2,2021,2,25,25,1,29,New York,45.99,Snoozer Hammock,bedding,cat,45.99
10302413,287663658863,1003110,00:05.2,2021,2,25,25,4,29,New York,9.95,All Veggie Yummies,treat,dog,39.8
10302447,100469015054,1003140,21:18.1,2021,2,25,25,1,25,New Jersey,18.95,Tuna Tasties,treat,cat,18.95
10302439,374613020864,1003133,30:55.8,2021,2,25,25,1,36,Texas,10.97,Chewie Dental,treat,dog,10.97
10302466,733426809698,1003157,09:15.0,2021,2,25,25,1,36,New York,18.95,Yum Fish-Dish,food,cat,18.95
10302466,717036112695,1003157,09:15.0,2021,2,25,25,1,36,New York,60.99,Reddy Beddy,bedding,dog,60.99
10302466,832878954342,1003157,09:15.0,2021,2,25,25,2,36,New York,45.99,Snoozer Hammock,bedding,cat,91.98
10302434,733426809698,1003128,12:35.5,2021,2,25,25,1,23,Connecticut,18.95,Yum Fish-Dish,food,cat,18.95
10302424,969568933713,1003119,15:48.7,2021,2,25,25,1,49,New York,32.99,Foozy Mouse,toy,cat,32.99
10302429,344538897332,1003124,26:29.1,2021,2,25,25,2,52,Pennsylvania,19.99,Feline Fix Mix,treat,cat,39.98
10302429,704772572943,1003124,26:29.1,2021,2,25,25,1,52,Pennsylvania,35.98,Scratchy Post,toy,cat,35.98
10302417,287663658863,1003114,27:45.3,2021,2,25,25,1,28,Idaho,9.95,All Veggie Yummies,treat,dog,9.95
10302417,621046126170,1003114,27:45.3,2021,2,25,25,1,28,Idaho,22.99,Tug-a-Back,toy,dog,22.99
10302488,969568933713,1003176,02:08.0,2021,2,25,25,1,22,Texas,32.99,Foozy Mouse,toy,cat,32.99
10302559,845773115334,1003238,00:32.0,2021,2,26,26,3,25,Georgia,12.99,Purr Mix,food,cat,38.97
10302521,904582148679,1003203,28:21.5,2021,2,26,26,2,27,Florida,12.97,Whole Chemistry Recipe,food,dog,25.94
10302532,575410882303,1003213,47:06.4,2021,2,26,26,1,23,Pennsylvania,21.95,Chomp-a Plush,toy,dog,21.95
10302551,344538897332,1003230,53:02.0,2021,2,26,26,1,24,Kentucky,19.99,Feline Fix Mix,treat,cat,19.99
10302551,969568933713,1003230,53:02.0,2021,2,26,26,3,24,Kentucky,32.99,Foozy Mouse,toy,cat,98.97
10302551,425361189561,1003230,53:02.0,2021,2,26,26,1,24,Kentucky,15.99,Snack-em Fish,treat,cat,15.99
10302531,344934101144,1003212,03:56.5,2021,2,26,26,2,39,Pennsylvania,24.95,Fetch Blaster,toy,dog,49.9
10302517,719638485153,1002121,07:08.0,2021,2,26,26,2,28,Maine,72.99,Cat Cave,bedding,cat,145.98
10302541,904582148679,1003221,11:31.6,2021,2,26,26,1,27,New York,12.97,Whole Chemistry Recipe,food,dog,12.97
10302495,344538897332,1003182,17:53.4,2021,2,26,26,1,23,Texas,19.99,Feline Fix Mix,treat,cat,19.99
10302499,832878954342,1003186,31:13.1,2021,2,26,26,2,25,New York,45.99,Snoozer Hammock,bedding,cat,91.98
10302539,845773115334,1003219,35:02.1,2021,2,26,26,2,26,New Jersey,12.99,Purr Mix,food,cat,25.98
10302539,344538897332,1003219,35:02.1,2021,2,26,26,1,26,New Jersey,19.99,Feline Fix Mix,treat,cat,19.99
10302533,441530839394,1003214,37:55.8,2021,2,26,26,1,23,Arkansas,28.45,Ball and String,toy,cat,28.45
10302508,521244155990,1003193,41:59.7,2021,2,26,26,3,27,North Carolina,54.95,Reddy Beddy,bedding,dog,164.85
10302508,904582148679,1003193,41:59.7,2021,2,26,26,1,27,North Carolina,12.97,Whole Chemistry Recipe,food,dog,12.97
10302555,441530839394,1003234,48:43.1,2021,2,26,26,3,29,New Jersey,28.45,Ball and String,toy,cat,85.35
10302555,344934101144,1003234,48:43.1,2021,2,26,26,1,29,New Jersey,24.95,Fetch Blaster,toy,dog,24.95
10302497,374613020864,1003184,01:46.3,2021,2,26,26,1,51,Pennsylvania,10.97,Chewie Dental,treat,dog,10.97
10302493,73201504044,1003180,10:15.1,2021,2,26,26,1,45,New York,18.95,Purrfect Puree,treat,cat,18.95
10302558,832878954342,1003237,13:45.4,2021,2,26,26,3,24,Florida,45.99,Snoozer Hammock,bedding,cat,137.97
10302558,344538897332,1003237,13:45.4,2021,2,26,26,3,24,Florida,19.99,Feline Fix Mix,treat,cat,59.97
10302558,374613020864,1003237,13:45.4,2021,2,26,26,1,24,Florida,10.97,Chewie Dental,treat,dog,10.97
10302514,704772572943,1003199,25:59.9,2021,2,26,26,1,33,New Jersey,35.98,Scratchy Post,toy,cat,35.98
10302568,704772572943,1003246,35:15.1,2021,2,26,26,2,36,California,35.98,Scratchy Post,toy,cat,71.96
10302510,521244155990,1003195,41:24.8,2021,2,26,26,1,28,Florida,54.95,Reddy Beddy,bedding,dog,54.95
10302510,733426809698,1003195,41:24.8,2021,2,26,26,2,28,Florida,18.95,Yum Fish-Dish,food,cat,37.9
10302492,845773115334,1003179,51:29.3,2021,2,26,26,1,23,Pennsylvania,12.99,Purr Mix,food,cat,12.99
10302492,832878954342,1003179,51:29.3,2021,2,26,26,1,23,Pennsylvania,45.99,Snoozer Hammock,bedding,cat,45.99
10302492,733426809698,1003179,51:29.3,2021,2,26,26,3,23,Pennsylvania,18.95,Yum Fish-Dish,food,cat,56.85
10302524,733426809698,1003206,53:54.8,2021,2,26,26,1,23,Connecticut,18.95,Yum Fish-Dish,food,cat,18.95
10302524,441530839394,1003206,53:54.8,2021,2,26,26,2,23,Connecticut,28.45,Ball and String,toy,cat,56.9
10302519,483326155497,1001087,57:43.9,2021,2,26,26,1,47,New York,10.99,The New Bone,food,dog,10.99
10302519,904582148679,1001087,57:43.9,2021,2,26,26,1,47,New York,12.97,Whole Chemistry Recipe,food,dog,12.97
10302519,425361189561,1001087,57:43.9,2021,2,26,26,2,47,New York,15.99,Snack-em Fish,treat,cat,31.98
10302519,521244155990,1001087,57:43.9,2021,2,26,26,2,47,New York,54.95,Reddy Beddy,bedding,dog,109.9
10302552,140160459467,1003231,01:32.0,2021,2,26,26,1,21,New York,48.95,Snoozer Essentails,bedding,dog,48.95
10302563,469757173540,1003241,03:56.1,2021,2,26,26,2,23,District of Columbia,35.99,Kitty Climber,toy,cat,71.98
10302513,469757173540,1003198,04:14.1,2021,2,26,26,1,39,New Jersey,35.99,Kitty Climber,toy,cat,35.99
10302505,344934101144,1001679,07:05.8,2021,2,26,26,1,28,New York,24.95,Fetch Blaster,toy,dog,24.95
10302496,242313721729,1003183,13:26.1,2021,2,26,26,2,24,New York,65.99,Reddy Beddy,bedding,dog,131.98
10302556,469757173540,1003235,17:34.7,2021,2,26,26,3,29,New Hampshire,35.99,Kitty Climber,toy,cat,107.97
10302556,845773115334,1003235,17:34.7,2021,2,26,26,1,29,New Hampshire,12.99,Purr Mix,food,cat,12.99
10302556,374613020864,1003235,17:34.7,2021,2,26,26,3,29,New Hampshire,10.97,Chewie Dental,treat,dog,32.91
10302556,73201504044,1003235,17:34.7,2021,2,26,26,1,29,New Hampshire,18.95,Purrfect Puree,treat,cat,18.95
10302544,374613020864,1003224,18:08.0,2021,2,26,26,1,27,Texas,10.97,Chewie Dental,treat,dog,10.97
10302560,845773115334,1003239,25:17.7,2021,2,26,26,2,26,Pennsylvania,12.99,Purr Mix,food,cat,25.98
10302529,719638485153,1003210,31:47.6,2021,2,26,26,1,24,New York,72.99,Cat Cave,bedding,cat,72.99
10302548,441530839394,1003228,37:02.1,2021,2,26,26,1,38,Texas,28.45,Ball and String,toy,cat,28.45
10302554,344538897332,1003233,37:34.7,2021,2,26,26,1,27,Connecticut,19.99,Feline Fix Mix,treat,cat,19.99
10302566,904582148679,1003244,39:04.9,2021,2,26,26,1,24,New York,12.97,Whole Chemistry Recipe,food,dog,12.97
10302516,969568933713,1003201,41:22.7,2021,2,26,26,2,29,California,32.99,Foozy Mouse,toy,cat,65.98
10302516,242313721729,1003201,41:22.7,2021,2,26,26,1,29,California,65.99,Reddy Beddy,bedding,dog,65.99
10302498,73201504044,1003185,43:33.1,2021,2,26,26,3,38,New Mexico,18.95,Purrfect Puree,treat,cat,56.85
10302498,344538897332,1003185,43:33.1,2021,2,26,26,4,38,New Mexico,19.99,Feline Fix Mix,treat,cat,79.96
10302525,100469015054,1003122,51:36.1,2021,2,26,26,1,38,New Jersey,18.95,Tuna Tasties,treat,cat,18.95
10302564,832878954342,1003242,52:59.5,2021,2,26,26,2,36,New York,45.99,Snoozer Hammock,bedding,cat,91.98
10302564,704772572943,1003242,52:59.5,2021,2,26,26,3,36,New York,35.98,Scratchy Post,toy,cat,107.94
10302562,469757173540,1003240,02:39.9,2021,2,26,26,1,48,New York,35.99,Kitty Climber,toy,cat,35.99
10302494,845773115334,1003181,04:22.7,2021,2,26,26,1,48,Wisconsin,12.99,Purr Mix,food,cat,12.99
10302490,374613020864,1003178,13:12.7,2021,2,26,26,1,27,New York,10.97,Chewie Dental,treat,dog,10.97
10302504,469757173540,1003190,13:47.5,2021,2,26,26,1,28,District of Columbia,35.99,Kitty Climber,toy,cat,35.99
10302567,719638485153,1003245,21:38.9,2021,2,26,26,2,26,Texas,72.99,Cat Cave,bedding,cat,145.98
10302491,733426809698,1002840,22:11.8,2021,2,26,26,2,40,Illinois,18.95,Yum Fish-Dish,food,cat,37.9
10302507,73201504044,1003192,27:49.5,2021,2,26,26,2,27,New York,18.95,Purrfect Puree,treat,cat,37.9
10302553,242313721729,1003232,28:22.4,2021,2,26,26,1,26,New Jersey,65.99,Reddy Beddy,bedding,dog,65.99
10302553,344538897332,1003232,28:22.4,2021,2,26,26,1,26,New Jersey,19.99,Feline Fix Mix,treat,cat,19.99
10302565,374613020864,1003243,32:55.6,2021,2,26,26,1,22,New York,10.97,Chewie Dental,treat,dog,10.97
10302537,140160459467,1003217,33:03.0,2021,2,26,26,1,32,Michigan,48.95,Snoozer Essentails,bedding,dog,48.95
10302550,733426809698,1003229,33:43.2,2021,2,26,26,1,26,Michigan,18.95,Yum Fish-Dish,food,cat,18.95
10302489,344538897332,1003177,37:46.2,2021,2,26,26,1,37,New York,19.99,Feline Fix Mix,treat,cat,19.99
10302489,733426809698,1003177,37:46.2,2021,2,26,26,1,37,New York,18.95,Yum Fish-Dish,food,cat,18.95
10302528,621046126170,1003209,37:48.3,2021,2,26,26,1,40,Connecticut,22.99,Tug-a-Back,toy,dog,22.99
10302557,100469015054,1003236,42:36.9,2021,2,26,26,1,27,New York,18.95,Tuna Tasties,treat,cat,18.95
10302534,73201504044,1003215,47:38.6,2021,2,26,26,2,40,New York,18.95,Purrfect Puree,treat,cat,37.9
10302536,733426809698,1001469,57:48.0,2021,2,26,26,2,40,Michigan,18.95,Yum Fish-Dish,food,cat,37.9
10302543,845773115334,1003223,00:12.9,2021,2,26,26,1,30,Pennsylvania,12.99,Purr Mix,food,cat,12.99
10302546,575410882303,1003226,01:04.5,2021,2,26,26,2,34,Colorado,21.95,Chomp-a Plush,toy,dog,43.9
10302522,621046126170,1003204,01:44.6,2021,2,26,26,1,30,Pennsylvania,22.99,Tug-a-Back,toy,dog,22.99
10302522,733426809698,1003204,01:44.6,2021,2,26,26,1,30,Pennsylvania,18.95,Yum Fish-Dish,food,cat,18.95
10302535,73201504044,1003216,13:42.4,2021,2,26,26,1,34,Oklahoma,18.95,Purrfect Puree,treat,cat,18.95
10302530,575410882303,1003211,21:07.9,2021,2,26,26,1,27,New Jersey,21.95,Chomp-a Plush,toy,dog,21.95
10302509,73201504044,1003194,24:43.7,2021,2,26,26,2,21,New York,18.95,Purrfect Puree,treat,cat,37.9
10302509,242313721729,1003194,24:43.7,2021,2,26,26,1,21,New York,65.99,Reddy Beddy,bedding,dog,65.99
10302545,969568933713,1003225,25:45.1,2021,2,26,26,6,23,California,32.99,Foozy Mouse,toy,cat,197.94
10302511,100469015054,1003196,31:58.3,2021,2,26,26,1,31,Texas,18.95,Tuna Tasties,treat,cat,18.95
10302511,832878954342,1003196,31:58.3,2021,2,26,26,1,31,Texas,45.99,Snoozer Hammock,bedding,cat,45.99
10302512,73201504044,1003197,33:44.7,2021,2,26,26,2,24,California,18.95,Purrfect Puree,treat,cat,37.9
10302512,733426809698,1003197,33:44.7,2021,2,26,26,2,24,California,18.95,Yum Fish-Dish,food,cat,37.9
10302503,845773115334,1003189,34:10.8,2021,2,26,26,1,24,New Jersey,12.99,Purr Mix,food,cat,12.99
10302523,521244155990,1003205,59:01.7,2021,2,26,26,2,27,New York,54.95,Reddy Beddy,bedding,dog,109.9
10302501,100469015054,1003188,00:37.7,2021,2,26,26,1,35,Connecticut,18.95,Tuna Tasties,treat,cat,18.95
10302540,100469015054,1003220,24:14.0,2021,2,26,26,1,32,New York,18.95,Tuna Tasties,treat,cat,18.95
10302549,733426809698,1003125,32:17.5,2021,2,26,26,2,20,Connecticut,18.95,Yum Fish-Dish,food,cat,37.9
10302549,469757173540,1003125,32:17.5,2021,2,26,26,1,20,Connecticut,35.99,Kitty Climber,toy,cat,35.99
10302549,140160459467,1003125,32:17.5,2021,2,26,26,1,20,Connecticut,48.95,Snoozer Essentails,bedding,dog,48.95
10302549,521244155990,1003125,32:17.5,2021,2,26,26,1,20,Connecticut,54.95,Reddy Beddy,bedding,dog,54.95
10302518,904582148679,1003202,33:02.2,2021,2,26,26,1,29,New Jersey,12.97,Whole Chemistry Recipe,food,dog,12.97
10302527,575410882303,1003208,44:25.2,2021,2,26,26,1,20,Connecticut,21.95,Chomp-a Plush,toy,dog,21.95
10302542,832878954342,1003222,49:34.2,2021,2,26,26,3,27,Connecticut,45.99,Snoozer Hammock,bedding,cat,137.97
10302547,287663658863,1003227,49:56.6,2021,2,26,26,1,34,New York,9.95,All Veggie Yummies,treat,dog,9.95
10302547,469757173540,1003227,49:56.6,2021,2,26,26,1,34,New York,35.99,Kitty Climber,toy,cat,35.99
10302547,969568933713,1003227,49:56.6,2021,2,26,26,1,34,New York,32.99,Foozy Mouse,toy,cat,32.99
10302547,344934101144,1003227,49:56.6,2021,2,26,26,1,34,New York,24.95,Fetch Blaster,toy,dog,24.95
10302561,733426809698,1001589,59:35.2,2021,2,26,26,1,25,New York,18.95,Yum Fish-Dish,food,cat,18.95
10302506,621046126170,1003191,59:52.1,2021,2,26,26,1,25,New Jersey,22.99,Tug-a-Back,toy,dog,22.99
10302506,73201504044,1003191,59:52.1,2021,2,26,26,1,25,New Jersey,18.95,Purrfect Puree,treat,cat,18.95
10302500,344538897332,1003187,04:33.2,2021,2,26,26,3,27,Texas,19.99,Feline Fix Mix,treat,cat,59.97
10302538,469757173540,1003218,18:01.3,2021,2,26,26,2,32,Tennessee,35.99,Kitty Climber,toy,cat,71.98
10302515,242313721729,1003200,32:12.2,2021,2,26,26,1,20,Ohio,65.99,Reddy Beddy,bedding,dog,65.99
10302520,374613020864,1001181,59:22.2,2021,2,26,26,1,22,New York,10.97,Chewie Dental,treat,dog,10.97
10302502,575410882303,1001664,23:58.0,2021,2,26,26,2,21,New Jersey,21.95,Chomp-a Plush,toy,dog,43.9
10302526,73201504044,1003207,52:55.7,2021,2,26,26,1,22,New York,18.95,Purrfect Puree,treat,cat,18.95
10302585,832878954342,1003260,45:43.4,2021,2,27,27,1,31,New York,45.99,Snoozer Hammock,bedding,cat,45.99
10302648,441530839394,1003319,27:14.7,2021,2,27,27,1,30,New Jersey,28.45,Ball and String,toy,cat,28.45
10302648,140160459467,1003319,27:14.7,2021,2,27,27,1,30,New Jersey,48.95,Snoozer Essentails,bedding,dog,48.95
10302648,73201504044,1003319,27:14.7,2021,2,27,27,1,30,New Jersey,18.95,Purrfect Puree,treat,cat,18.95
10302613,733426809698,1003286,04:17.2,2021,2,27,27,1,36,New York,18.95,Yum Fish-Dish,food,cat,18.95
10302612,733426809698,1003285,07:57.0,2021,2,27,27,1,24,Texas,18.95,Yum Fish-Dish,food,cat,18.95
10302612,575410882303,1003285,07:57.0,2021,2,27,27,1,24,Texas,21.95,Chomp-a Plush,toy,dog,21.95
10302575,733426809698,1003252,08:01.2,2021,2,27,27,1,33,Oklahoma,18.95,Yum Fish-Dish,food,cat,18.95
10302575,242313721729,1003252,08:01.2,2021,2,27,27,1,33,Oklahoma,65.99,Reddy Beddy,bedding,dog,65.99
10302630,287663658863,1003302,08:38.9,2021,2,27,27,1,30,New York,9.95,All Veggie Yummies,treat,dog,9.95
10302631,242313721729,1003303,19:47.3,2021,2,27,27,1,33,Pennsylvania,65.99,Reddy Beddy,bedding,dog,65.99
10302618,73201504044,1003291,20:02.8,2021,2,27,27,1,38,New Jersey,18.95,Purrfect Puree,treat,cat,18.95
10302588,733426809698,1003263,39:32.2,2021,2,27,27,1,34,North Carolina,18.95,Yum Fish-Dish,food,cat,18.95
10302588,374613020864,1003263,39:32.2,2021,2,27,27,1,34,North Carolina,10.97,Chewie Dental,treat,dog,10.97
10302588,73201504044,1003263,39:32.2,2021,2,27,27,1,34,North Carolina,18.95,Purrfect Puree,treat,cat,18.95
10302628,344538897332,1003300,42:34.3,2021,2,27,27,1,22,New Jersey,19.99,Feline Fix Mix,treat,cat,19.99
10302635,100469015054,1003307,45:22.3,2021,2,27,27,1,35,Pennsylvania,18.95,Tuna Tasties,treat,cat,18.95
10302633,140160459467,1003305,52:56.2,2021,2,27,27,2,34,Georgia,48.95,Snoozer Essentails,bedding,dog,97.9
10302570,242313721729,1003247,54:51.1,2021,2,27,27,1,38,Oregon,65.99,Reddy Beddy,bedding,dog,65.99
10302570,469757173540,1003247,54:51.1,2021,2,27,27,1,38,Oregon,35.99,Kitty Climber,toy,cat,35.99
10302603,287663658863,1003276,58:55.7,2021,2,27,27,1,30,New York,9.95,All Veggie Yummies,treat,dog,9.95
10302583,719638485153,1003259,15:54.2,2021,2,27,27,2,26,New York,72.99,Cat Cave,bedding,cat,145.98
10302583,374613020864,1003259,15:54.2,2021,2,27,27,1,26,New York,10.97,Chewie Dental,treat,dog,10.97
10302650,100469015054,1003321,20:56.0,2021,2,27,27,1,25,Pennsylvania,18.95,Tuna Tasties,treat,cat,18.95
10302649,73201504044,1003320,21:09.9,2021,2,27,27,2,38,Pennsylvania,18.95,Purrfect Puree,treat,cat,37.9
10302622,287663658863,1003295,25:12.1,2021,2,27,27,1,33,New Jersey,9.95,All Veggie Yummies,treat,dog,9.95
10302620,344538897332,1003293,27:19.9,2021,2,27,27,1,25,Utah,19.99,Feline Fix Mix,treat,cat,19.99
10302576,469757173540,1003253,42:13.5,2021,2,27,27,2,21,South Carolina,35.99,Kitty Climber,toy,cat,71.98
10302597,140160459467,1003270,43:33.8,2021,2,27,27,1,33,New York,48.95,Snoozer Essentails,bedding,dog,48.95
10302624,621046126170,1003297,48:38.1,2021,2,27,27,2,31,New Jersey,22.99,Tug-a-Back,toy,dog,45.98
10302624,469757173540,1003297,48:38.1,2021,2,27,27,1,31,New Jersey,35.99,Kitty Climber,toy,cat,35.99
10302596,575410882303,1002642,50:33.8,2021,2,27,27,1,30,Tennessee,21.95,Chomp-a Plush,toy,dog,21.95
10302594,575410882303,1003268,51:59.1,2021,2,27,27,1,46,New York,21.95,Chomp-a Plush,toy,dog,21.95
10302594,969568933713,1003268,51:59.1,2021,2,27,27,1,46,New York,32.99,Foozy Mouse,toy,cat,32.99
10302652,733426809698,1003323,01:36.5,2021,2,27,27,3,19,New York,18.95,Yum Fish-Dish,food,cat,56.85
10302599,717036112695,1003272,03:11.9,2021,2,27,27,3,22,Illinois,60.99,Reddy Beddy,bedding,dog,182.97
10302634,704772572943,1003306,06:50.3,2021,2,27,27,2,24,New Jersey,35.98,Scratchy Post,toy,cat,71.96
10302579,483326155497,1003255,07:47.0,2021,2,27,27,1,28,New York,10.99,The New Bone,food,dog,10.99
10302580,287663658863,1003256,11:05.7,2021,2,27,27,1,29,New Jersey,9.95,All Veggie Yummies,treat,dog,9.95
10302580,374613020864,1003256,11:05.7,2021,2,27,27,1,29,New Jersey,10.97,Chewie Dental,treat,dog,10.97
10302640,733426809698,1003311,11:28.3,2021,2,27,27,1,33,New Jersey,18.95,Yum Fish-Dish,food,cat,18.95
10302643,832878954342,1003314,13:29.3,2021,2,27,27,1,32,New York,45.99,Snoozer Hammock,bedding,cat,45.99
10302616,441530839394,1003289,13:49.8,2021,2,27,27,1,40,Washington,28.45,Ball and String,toy,cat,28.45
10302637,719638485153,1003309,14:57.1,2021,2,27,27,1,21,Connecticut,72.99,Cat Cave,bedding,cat,72.99
10302619,469757173540,1003292,31:23.9,2021,2,27,27,1,27,Pennsylvania,35.99,Kitty Climber,toy,cat,35.99
10302623,100469015054,1003296,34:22.6,2021,2,27,27,2,35,New York,18.95,Tuna Tasties,treat,cat,37.9
10302653,845773115334,1003324,36:13.0,2021,2,27,27,1,31,New Jersey,12.99,Purr Mix,food,cat,12.99
10302653,845773115334,1003324,36:13.0,2021,2,27,27,2,31,New Jersey,12.99,Purr Mix,food,cat,25.98
10302653,441530839394,1003324,36:13.0,2021,2,27,27,1,31,New Jersey,28.45,Ball and String,toy,cat,28.45
10302621,469757173540,1003294,38:42.1,2021,2,27,27,2,31,Pennsylvania,35.99,Kitty Climber,toy,cat,71.98
10302621,344538897332,1003294,38:42.1,2021,2,27,27,1,31,Pennsylvania,19.99,Feline Fix Mix,treat,cat,19.99
10302621,441530839394,1003294,38:42.1,2021,2,27,27,1,31,Pennsylvania,28.45,Ball and String,toy,cat,28.45
10302615,575410882303,1003288,39:44.9,2021,2,27,27,1,23,Florida,21.95,Chomp-a Plush,toy,dog,21.95
10302595,441530839394,1003269,41:01.0,2021,2,27,27,2,36,Mississippi,28.45,Ball and String,toy,cat,56.9
10302595,621046126170,1003269,41:01.0,2021,2,27,27,2,36,Mississippi,22.99,Tug-a-Back,toy,dog,45.98
10302584,73201504044,1001515,44:20.0,2021,2,27,27,2,32,New Jersey,18.95,Purrfect Puree,treat,cat,37.9
10302569,374613020864,1003218,46:40.6,2021,2,27,27,2,32,Tennessee,10.97,Chewie Dental,treat,dog,21.94
10302569,717036112695,1003218,46:40.6,2021,2,27,27,1,32,Tennessee,60.99,Reddy Beddy,bedding,dog,60.99
10302642,521244155990,1003313,48:02.8,2021,2,27,27,1,28,Texas,54.95,Reddy Beddy,bedding,dog,54.95
10302642,344934101144,1003313,48:02.8,2021,2,27,27,1,28,Texas,24.95,Fetch Blaster,toy,dog,24.95
10302610,904582148679,1003283,49:29.0,2021,2,27,27,1,20,New York,12.97,Whole Chemistry Recipe,food,dog,12.97
10302610,242313721729,1003283,49:29.0,2021,2,27,27,1,20,New York,65.99,Reddy Beddy,bedding,dog,65.99
10302587,832878954342,1003262,50:49.7,2021,2,27,27,1,28,New York,45.99,Snoozer Hammock,bedding,cat,45.99
10302598,969568933713,1003271,51:01.5,2021,2,27,27,2,43,New York,32.99,Foozy Mouse,toy,cat,65.98
10302638,73201504044,1003310,52:15.5,2021,2,27,27,1,30,Pennsylvania,18.95,Purrfect Puree,treat,cat,18.95
10302639,425361189561,1002533,54:46.0,2021,2,27,27,1,25,New Jersey,15.99,Snack-em Fish,treat,cat,15.99
10302639,733426809698,1002533,54:46.0,2021,2,27,27,2,25,New Jersey,18.95,Yum Fish-Dish,food,cat,37.9
10302639,287663658863,1002533,54:46.0,2021,2,27,27,1,25,New Jersey,9.95,All Veggie Yummies,treat,dog,9.95
10302639,832878954342,1002533,54:46.0,2021,2,27,27,1,25,New Jersey,45.99,Snoozer Hammock,bedding,cat,45.99
10302641,100469015054,1003312,57:02.4,2021,2,27,27,2,25,California,18.95,Tuna Tasties,treat,cat,37.9
10302604,242313721729,1003277,03:30.7,2021,2,27,27,1,26,Connecticut,65.99,Reddy Beddy,bedding,dog,65.99
10302571,521244155990,1003248,12:09.9,2021,2,27,27,1,23,Pennsylvania,54.95,Reddy Beddy,bedding,dog,54.95
10302586,344934101144,1003261,16:27.0,2021,2,27,27,3,38,New York,24.95,Fetch Blaster,toy,dog,74.85
10302644,469757173540,1003315,17:55.4,2021,2,27,27,1,31,New York,35.99,Kitty Climber,toy,cat,35.99
10302644,100469015054,1003315,17:55.4,2021,2,27,27,1,31,New York,18.95,Tuna Tasties,treat,cat,18.95
10302589,969568933713,1002528,18:42.3,2021,2,27,27,3,28,New York,32.99,Foozy Mouse,toy,cat,98.97
10302607,469757173540,1003280,20:26.7,2021,2,27,27,4,35,California,35.99,Kitty Climber,toy,cat,143.96
10302636,904582148679,1003308,21:27.3,2021,2,27,27,3,20,California,12.97,Whole Chemistry Recipe,food,dog,38.91
10302636,969568933713,1003308,21:27.3,2021,2,27,27,1,20,California,32.99,Foozy Mouse,toy,cat,32.99
10302574,242313721729,1003251,30:21.0,2021,2,27,27,3,27,Arizona,65.99,Reddy Beddy,bedding,dog,197.97
10302574,733426809698,1003251,30:21.0,2021,2,27,27,1,27,Arizona,18.95,Yum Fish-Dish,food,cat,18.95
10302646,242313721729,1003317,30:52.3,2021,2,27,27,1,30,New York,65.99,Reddy Beddy,bedding,dog,65.99
10302654,344934101144,1001811,37:03.7,2021,2,27,27,1,22,New York,24.95,Fetch Blaster,toy,dog,24.95
10302608,845773115334,1003281,41:17.0,2021,2,27,27,1,34,Pennsylvania,12.99,Purr Mix,food,cat,12.99
10302582,344934101144,1003258,45:11.5,2021,2,27,27,1,32,New Jersey,24.95,Fetch Blaster,toy,dog,24.95
10302582,621046126170,1003258,45:11.5,2021,2,27,27,3,32,New Jersey,22.99,Tug-a-Back,toy,dog,68.97
10302577,717036112695,1003254,46:29.7,2021,2,27,27,3,24,Pennsylvania,60.99,Reddy Beddy,bedding,dog,182.97
10302625,832878954342,1003298,47:16.9,2021,2,27,27,2,31,New Jersey,45.99,Snoozer Hammock,bedding,cat,91.98
10302578,100469015054,1002869,53:41.5,2021,2,27,27,1,29,Pennsylvania,18.95,Tuna Tasties,treat,cat,18.95
10302590,733426809698,1003264,53:48.8,2021,2,27,27,1,26,Pennsylvania,18.95,Yum Fish-Dish,food,cat,18.95
10302573,425361189561,1003250,54:10.5,2021,2,27,27,1,32,New York,15.99,Snack-em Fish,treat,cat,15.99
10302593,845773115334,1003267,56:27.0,2021,2,27,27,1,33,New Jersey,12.99,Purr Mix,food,cat,12.99
10302617,242313721729,1003290,56:55.5,2021,2,27,27,1,24,Maryland,65.99,Reddy Beddy,bedding,dog,65.99
10302592,469757173540,1003266,57:22.2,2021,2,27,27,1,23,Florida,35.99,Kitty Climber,toy,cat,35.99
10302592,969568933713,1003266,57:22.2,2021,2,27,27,2,23,Florida,32.99,Foozy Mouse,toy,cat,65.98
10302647,374613020864,1003318,11:55.0,2021,2,27,27,1,45,Texas,10.97,Chewie Dental,treat,dog,10.97
10302601,969568933713,1003274,13:11.8,2021,2,27,27,2,23,Pennsylvania,32.99,Foozy Mouse,toy,cat,65.98
10302601,832878954342,1003274,13:11.8,2021,2,27,27,1,23,Pennsylvania,45.99,Snoozer Hammock,bedding,cat,45.99
10302626,733426809698,1003078,25:30.3,2021,2,27,27,1,37,Texas,18.95,Yum Fish-Dish,food,cat,18.95
10302614,140160459467,1003287,35:13.5,2021,2,27,27,2,26,New York,48.95,Snoozer Essentails,bedding,dog,97.9
10302614,717036112695,1003287,35:13.5,2021,2,27,27,2,26,New York,60.99,Reddy Beddy,bedding,dog,121.98
