Date,Order_Number,Customer_ID,Product_Name,SKU,Price,Quantity,Product_Category,Product_Line
9/29/2020,1PU-2902-5216-6263,82e61f79-6f1c-4f92-a7de-af457fe4e980,Purrfect Puree,28LQOI0LSK,19.96,1,treat,cat
9/29/2020,1PU-2902-5216-6263,82e61f79-6f1c-4f92-a7de-af457fe4e980,Kitty Climber,W86BRJ9SSG,39.32,2,toy,cat
1/23/2021,5MG-5791-6021-3110,048beabf-0879-43ef-b635-52eedc163a01,Reddy Beddy,I2GQUNYDXW,36.3,1,bedding,dog
1/23/2021,5MG-5791-6021-3110,048beabf-0879-43ef-b635-52eedc163a01,Tuna Tasties,A8SU9C4GLF,14.53,2,treat,cat
1/23/2021,5MG-5791-6021-3110,048beabf-0879-43ef-b635-52eedc163a01,Purr Mix,O5FYJLBE0H,24.53,2,food,cat
1/23/2021,5MG-5791-6021-3110,048beabf-0879-43ef-b635-52eedc163a01,Foozy Mouse,8PYSMLYINS,10.8,3,toy,cat
1/23/2021,5MG-5791-6021-3110,048beabf-0879-43ef-b635-52eedc163a01,Purrfect Puree,28LQOI0LSK,19.96,1,treat,cat
6/17/2020,3CB-3668-7716-4123,c49dced9-6247-480d-bd32-bd0c22a12dd3,Tuna Tasties,A8SU9C4GLF,14.53,3,treat,cat
6/17/2020,3CB-3668-7716-4123,c49dced9-6247-480d-bd32-bd0c22a12dd3,Purr Mix,O5FYJLBE0H,24.53,3,food,cat
6/17/2020,3CB-3668-7716-4123,c49dced9-6247-480d-bd32-bd0c22a12dd3,Kitty Climber,W86BRJ9SSG,39.32,2,toy,cat
6/17/2020,3CB-3668-7716-4123,c49dced9-6247-480d-bd32-bd0c22a12dd3,All Veggie Yummies,OWFPW3WZHG,25.48,1,treat,dog
10/27/2019,0MM-6048-7842-1066,6799d1ae-b076-4032-92b7-dd90fb310de0,Fetch Blaster,M291KHJ4LW,29.47,1,toy,dog
10/27/2019,0MM-6048-7842-1066,6799d1ae-b076-4032-92b7-dd90fb310de0,Snoozer Hammock,V4B4RNS3ZP,34.38,2,bedding,cat
10/27/2019,0MM-6048-7842-1066,6799d1ae-b076-4032-92b7-dd90fb310de0,Reddy Beddy,I2GQUNYDXW,36.3,2,bedding,dog
9/21/2019,HQB-6226-9874-5224,6bf8e07e-ab41-49af-9e2a-ca4218b751ce,Fetch Blaster,M291KHJ4LW,29.47,2,toy,dog
9/21/2019,HQB-6226-9874-5224,6bf8e07e-ab41-49af-9e2a-ca4218b751ce,Snack-em Fish,ORGRBTIKZR,15.34,3,treat,cat
6/21/2020,JTD-3726-2246-0599,1d7afcbb-48f8-4863-b74d-fecd317356fc,Feline Fix Mix,RKAPY3I1TP,39.55,2,treat,cat
6/21/2020,JTD-3726-2246-0599,1d7afcbb-48f8-4863-b74d-fecd317356fc,Tuna Tasties,A8SU9C4GLF,14.53,2,treat,cat
4/3/2019,VY2-8554-7416-6381,72ff86e9-c8d6-4c26-986e-e8ecbb280d62,Purr Mix,O5FYJLBE0H,24.53,1,food,cat
4/3/2019,VY2-8554-7416-6381,72ff86e9-c8d6-4c26-986e-e8ecbb280d62,New Dish,NYW2F6CPBY,17.16,1,food,dog
9/14/2020,SPR-4411-9829-7006,48bfe160-46fb-4750-867d-8aca40b9274e,New Dish,NYW2F6CPBY,17.16,3,food,dog
9/14/2020,SPR-4411-9829-7006,48bfe160-46fb-4750-867d-8aca40b9274e,Cat Cave,058G0P7V60,29.66,3,bedding,cat
9/14/2020,SPR-4411-9829-7006,48bfe160-46fb-4750-867d-8aca40b9274e,Snoozer Essentails,GABWVMEL2R,28.04,2,bedding,dog
9/14/2020,SPR-4411-9829-7006,48bfe160-46fb-4750-867d-8aca40b9274e,Whole Chemistry Recipe,6K4AUUS730,18.53,1,food,dog
9/14/2020,SPR-4411-9829-7006,48bfe160-46fb-4750-867d-8aca40b9274e,Snack-em Fish,ORGRBTIKZR,15.34,2,treat,cat
2/25/2021,QSH-9475-5105-6592,d67eda57-51c6-4f4d-b075-d2540c842787,Chomp-a Plush,3HDX5H4WTM,39.24,2,toy,dog
2/25/2021,QSH-9475-5105-6592,d67eda57-51c6-4f4d-b075-d2540c842787,Reddy Beddy,KDTMPSBZKZ,13.84,1,bedding,dog
2/25/2021,QSH-9475-5105-6592,d67eda57-51c6-4f4d-b075-d2540c842787,Snoozer Essentails,GABWVMEL2R,28.04,1,bedding,dog
6/12/2021,ZDC-0297-1014-4142,6cb2df70-b4e9-41c6-8b90-a375376c55dd,Tuna Tasties,A8SU9C4GLF,14.53,3,treat,cat
6/12/2021,ZDC-0297-1014-4142,6cb2df70-b4e9-41c6-8b90-a375376c55dd,Reddy Beddy,KDTMPSBZKZ,13.84,2,bedding,dog
6/12/2021,ZDC-0297-1014-4142,6cb2df70-b4e9-41c6-8b90-a375376c55dd,Snoozer Essentails,GABWVMEL2R,28.04,2,bedding,dog
6/12/2021,ZDC-0297-1014-4142,6cb2df70-b4e9-41c6-8b90-a375376c55dd,Reddy Beddy,DJWE1V9LZK,23.07,2,bedding,dog
2/1/2020,RL0-2014-8819-6448,2fb09ac5-7cbd-42f2-88b6-706f32fa6b72,Chomp-a Plush,3HDX5H4WTM,39.24,3,toy,dog
2/1/2020,RL0-2014-8819-6448,2fb09ac5-7cbd-42f2-88b6-706f32fa6b72,Chewie Dental,CG3531YP08,38.17,2,treat,dog
2/1/2020,RL0-2014-8819-6448,2fb09ac5-7cbd-42f2-88b6-706f32fa6b72,Snoozer Hammock,V4B4RNS3ZP,34.38,2,bedding,cat
7/22/2019,MFB-1481-9396-0747,9cf29d34-6977-4b8f-a90c-ab917e848e53,Snoozer Hammock,V4B4RNS3ZP,34.38,2,bedding,cat
7/22/2019,MFB-1481-9396-0747,9cf29d34-6977-4b8f-a90c-ab917e848e53,Scratchy Post,MPH6SCD7UT,26.95,2,toy,cat
7/22/2019,MFB-1481-9396-0747,9cf29d34-6977-4b8f-a90c-ab917e848e53,Kitty Climber,W86BRJ9SSG,39.32,2,toy,cat
11/10/2020,MGM-2601-7889-4088,6fea07a4-405d-4849-b2ca-25826838f0d9,Scratchy Post,MPH6SCD7UT,26.95,2,toy,cat
11/10/2020,MGM-2601-7889-4088,6fea07a4-405d-4849-b2ca-25826838f0d9,Reddy Beddy,KDTMPSBZKZ,13.84,2,bedding,dog
11/10/2020,MGM-2601-7889-4088,6fea07a4-405d-4849-b2ca-25826838f0d9,Purrfect Puree,28LQOI0LSK,19.96,2,treat,cat
1/26/2020,IQQ-0920-8216-8842,9a4ab864-390d-4dfa-974d-af9f277fef2a,Purrfect Puree,28LQOI0LSK,19.96,3,treat,cat
1/26/2020,IQQ-0920-8216-8842,9a4ab864-390d-4dfa-974d-af9f277fef2a,All Veggie Yummies,OWFPW3WZHG,25.48,3,treat,dog
11/21/2019,E35-8997-7104-6706,db701c65-d4e4-4147-8d3d-248e7a145b43,Snack-em Fish,ORGRBTIKZR,15.34,2,treat,cat
7/25/2021,STC-6536-1946-1455,a57b0ac6-4c02-4162-b46d-192e8e29dcc3,Reddy Beddy,I2GQUNYDXW,36.3,1,bedding,dog
7/25/2021,STC-6536-1946-1455,a57b0ac6-4c02-4162-b46d-192e8e29dcc3,Foozy Mouse,8PYSMLYINS,10.8,1,toy,cat
7/25/2021,STC-6536-1946-1455,a57b0ac6-4c02-4162-b46d-192e8e29dcc3,Scratchy Post,MPH6SCD7UT,26.95,3,toy,cat
4/10/2021,ELP-7880-9536-0083,5ad7af1d-ca67-4a98-b835-4201f2153b3e,Cat Cave,058G0P7V60,29.66,2,bedding,cat
4/10/2021,ELP-7880-9536-0083,5ad7af1d-ca67-4a98-b835-4201f2153b3e,Yum Fish-Dish,GZCJZ3ET04,30.63,2,food,cat
4/10/2021,43W-8855-8885-7531,b22c9c90-99f0-4bd1-9e44-4c006f75e827,Feline Fix Mix,RKAPY3I1TP,39.55,2,treat,cat
4/10/2021,43W-8855-8885-7531,b22c9c90-99f0-4bd1-9e44-4c006f75e827,Chomp-a Plush,3HDX5H4WTM,39.24,2,toy,dog
4/10/2021,43W-8855-8885-7531,b22c9c90-99f0-4bd1-9e44-4c006f75e827,Cat Cave,058G0P7V60,29.66,1,bedding,cat
4/10/2021,43W-8855-8885-7531,b22c9c90-99f0-4bd1-9e44-4c006f75e827,Scratchy Post,MPH6SCD7UT,26.95,2,toy,cat
4/10/2021,43W-8855-8885-7531,b22c9c90-99f0-4bd1-9e44-4c006f75e827,Tuna Tasties,A8SU9C4GLF,14.53,1,treat,cat
12/6/2019,B4W-4331-5080-7328,f39ac4cb-6b6b-4ca2-b028-10410f522aa7,New Dish,NYW2F6CPBY,17.16,1,food,dog
12/6/2019,B4W-4331-5080-7328,f39ac4cb-6b6b-4ca2-b028-10410f522aa7,Yum Fish-Dish,GZCJZ3ET04,30.63,1,food,cat
12/6/2019,B4W-4331-5080-7328,f39ac4cb-6b6b-4ca2-b028-10410f522aa7,Kitty Climber,W86BRJ9SSG,39.32,1,toy,cat
12/6/2019,B4W-4331-5080-7328,f39ac4cb-6b6b-4ca2-b028-10410f522aa7,Cat Cave,058G0P7V60,29.66,3,bedding,cat
12/6/2019,B4W-4331-5080-7328,f39ac4cb-6b6b-4ca2-b028-10410f522aa7,Purr Mix,O5FYJLBE0H,24.53,3,food,cat
7/22/2020,BLH-2801-6126-8407,b2287cff-caeb-4b09-9843-0ab30a9a7226,Kitty Climber,W86BRJ9SSG,39.32,3,toy,cat
7/22/2020,BLH-2801-6126-8407,b2287cff-caeb-4b09-9843-0ab30a9a7226,Reddy Beddy,KDTMPSBZKZ,13.84,2,bedding,dog
8/5/2020,0I3-2265-4633-1729,43036fab-4fad-4338-9910-d15d6a174d6d,Reddy Beddy,I2GQUNYDXW,36.3,3,bedding,dog
8/5/2020,0I3-2265-4633-1729,43036fab-4fad-4338-9910-d15d6a174d6d,Snoozer Hammock,V4B4RNS3ZP,34.38,2,bedding,cat
8/9/2019,HF6-4619-9152-7371,7298e568-e367-4151-8b77-668a4299139b,Snack-em Fish,ORGRBTIKZR,15.34,3,treat,cat
8/9/2019,HF6-4619-9152-7371,7298e568-e367-4151-8b77-668a4299139b,All Veggie Yummies,OWFPW3WZHG,25.48,2,treat,dog
8/9/2019,HF6-4619-9152-7371,7298e568-e367-4151-8b77-668a4299139b,Foozy Mouse,8PYSMLYINS,10.8,1,toy,cat
8/9/2019,HF6-4619-9152-7371,7298e568-e367-4151-8b77-668a4299139b,Scratchy Post,MPH6SCD7UT,26.95,3,toy,cat
7/5/2019,B4H-5629-6039-1723,b20bec48-9ebb-40c4-90e4-f71605a39363,Kitty Climber,W86BRJ9SSG,39.32,1,toy,cat
7/5/2019,B4H-5629-6039-1723,b20bec48-9ebb-40c4-90e4-f71605a39363,Whole Chemistry Recipe,6K4AUUS730,18.53,3,food,dog
7/5/2019,B4H-5629-6039-1723,b20bec48-9ebb-40c4-90e4-f71605a39363,Scratchy Post,MPH6SCD7UT,26.95,2,toy,cat
3/21/2019,HJ7-2172-3544-8150,f6c07eac-fcae-4b09-97c9-6a01ae38825b,Chewie Dental,CG3531YP08,38.17,1,treat,dog
3/21/2019,HJ7-2172-3544-8150,f6c07eac-fcae-4b09-97c9-6a01ae38825b,Feline Fix Mix,RKAPY3I1TP,39.55,3,treat,cat
1/25/2020,JXN-1513-2968-9927,8c14bdcc-820b-48c1-85d9-77811248bbe1,Cat Cave,058G0P7V60,29.66,1,bedding,cat
8/18/2020,YE9-6760-5461-8469,16c5dfb3-0520-4d02-8530-f1a38d5d9271,Snoozer Hammock,V4B4RNS3ZP,34.38,2,bedding,cat
8/18/2020,YE9-6760-5461-8469,16c5dfb3-0520-4d02-8530-f1a38d5d9271,Reddy Beddy,I2GQUNYDXW,36.3,2,bedding,dog
11/16/2020,GWV-0181-9087-1862,3c274520-9438-44bc-ba20-d75f7fab4234,Purr Mix,O5FYJLBE0H,24.53,1,food,cat
11/16/2020,GWV-0181-9087-1862,3c274520-9438-44bc-ba20-d75f7fab4234,Yum Fish-Dish,GZCJZ3ET04,30.63,3,food,cat
11/16/2020,GWV-0181-9087-1862,3c274520-9438-44bc-ba20-d75f7fab4234,Tuna Tasties,A8SU9C4GLF,14.53,1,treat,cat
11/16/2020,GWV-0181-9087-1862,3c274520-9438-44bc-ba20-d75f7fab4234,Ball and String,1W0N5O3XOD,16.71,1,toy,cat
4/23/2020,9BM-1237-0605-1707,9c4009e0-bb7a-42d8-b7dd-31d151d6fc34,Fetch Blaster,M291KHJ4LW,29.47,1,toy,dog
7/26/2020,AB6-6058-3069-7500,9e42397d-946f-4da4-a78b-e45a669438b1,Cat Cave,058G0P7V60,29.66,3,bedding,cat
7/26/2020,AB6-6058-3069-7500,9e42397d-946f-4da4-a78b-e45a669438b1,Fetch Blaster,M291KHJ4LW,29.47,2,toy,dog
7/26/2020,AB6-6058-3069-7500,9e42397d-946f-4da4-a78b-e45a669438b1,Reddy Beddy,KDTMPSBZKZ,13.84,3,bedding,dog
7/26/2020,AB6-6058-3069-7500,9e42397d-946f-4da4-a78b-e45a669438b1,Foozy Mouse,8PYSMLYINS,10.8,1,toy,cat
1/21/2021,KN8-3957-9431-0746,48d1b725-adfd-4033-87ab-77830290a834,Cat Cave,058G0P7V60,29.66,1,bedding,cat
1/21/2021,KN8-3957-9431-0746,48d1b725-adfd-4033-87ab-77830290a834,Reddy Beddy,I2GQUNYDXW,36.3,3,bedding,dog
1/4/2020,UIR-2760-1217-0744,9661b347-470c-4a8b-8924-fda98c4e935c,Cat Cave,058G0P7V60,29.66,2,bedding,cat
1/4/2020,UIR-2760-1217-0744,9661b347-470c-4a8b-8924-fda98c4e935c,Purr Mix,O5FYJLBE0H,24.53,3,food,cat
3/14/2021,NLV-5897-6000-8133,6caeb6f0-cf5e-40c4-8122-cece673f248a,Feline Fix Mix,RKAPY3I1TP,39.55,1,treat,cat
5/6/2020,B9M-6811-4009-4712,1b2fe2a3-6501-41f6-b535-f96dda4a4f45,Reddy Beddy,I2GQUNYDXW,36.3,2,bedding,dog
5/6/2020,B9M-6811-4009-4712,1b2fe2a3-6501-41f6-b535-f96dda4a4f45,Ball and String,1W0N5O3XOD,16.71,2,toy,cat
5/6/2020,B9M-6811-4009-4712,1b2fe2a3-6501-41f6-b535-f96dda4a4f45,Whole Chemistry Recipe,6K4AUUS730,18.53,1,food,dog
10/18/2019,2V5-3351-3798-6072,b3c6c8a8-6db2-4920-8b5c-0c889c60b1eb,Tug-a-Back,IZBHF5KR79,21.82,2,toy,dog
10/18/2019,2V5-3351-3798-6072,b3c6c8a8-6db2-4920-8b5c-0c889c60b1eb,Snoozer Hammock,V4B4RNS3ZP,34.38,2,bedding,cat
8/18/2019,4PN-9464-4192-7762,f3c97e19-9a88-47b0-a04c-168722c80117,Snoozer Essentails,GABWVMEL2R,28.04,3,bedding,dog
8/18/2019,4PN-9464-4192-7762,f3c97e19-9a88-47b0-a04c-168722c80117,Fetch Blaster,M291KHJ4LW,29.47,2,toy,dog
7/20/2019,LTD-7035-8459-5966,6e6a5ddd-080a-4ed3-b412-0fded02c508b,Ball and String,1W0N5O3XOD,16.71,3,toy,cat
7/20/2019,LTD-7035-8459-5966,6e6a5ddd-080a-4ed3-b412-0fded02c508b,Whole Chemistry Recipe,6K4AUUS730,18.53,2,food,dog
7/20/2019,LTD-7035-8459-5966,6e6a5ddd-080a-4ed3-b412-0fded02c508b,Reddy Beddy,KDTMPSBZKZ,13.84,1,bedding,dog
7/20/2019,LTD-7035-8459-5966,6e6a5ddd-080a-4ed3-b412-0fded02c508b,Feline Fix Mix,RKAPY3I1TP,39.55,1,treat,cat
7/20/2019,LTD-7035-8459-5966,6e6a5ddd-080a-4ed3-b412-0fded02c508b,Chomp-a Plush,3HDX5H4WTM,39.24,1,toy,dog
5/21/2020,K2W-8309-7685-1373,bd3f02c9-c48b-4791-9d7e-05e5407578a3,Fetch Blaster,M291KHJ4LW,29.47,3,toy,dog
7/4/2019,4KG-6516-7880-5959,c289d8f5-47d1-4f51-8d7f-3f19fe020acf,All Veggie Yummies,OWFPW3WZHG,25.48,3,treat,dog
4/14/2019,GHY-8575-0972-0943,b6caeecb-c92b-4944-b026-921c1008e407,Feline Fix Mix,RKAPY3I1TP,39.55,3,treat,cat
4/14/2019,GHY-8575-0972-0943,b6caeecb-c92b-4944-b026-921c1008e407,Kitty Climber,W86BRJ9SSG,39.32,3,toy,cat
4/14/2019,GHY-8575-0972-0943,b6caeecb-c92b-4944-b026-921c1008e407,Tuna Tasties,A8SU9C4GLF,14.53,1,treat,cat
4/14/2019,GHY-8575-0972-0943,b6caeecb-c92b-4944-b026-921c1008e407,Snoozer Hammock,V4B4RNS3ZP,34.38,2,bedding,cat
4/14/2019,GHY-8575-0972-0943,b6caeecb-c92b-4944-b026-921c1008e407,Fetch Blaster,M291KHJ4LW,29.47,3,toy,dog
1/14/2020,VBZ-6255-0300-4762,b7eff46f-8f47-4f5b-b7eb-b762808ba23c,Snack-em Fish,ORGRBTIKZR,15.34,1,treat,cat
1/14/2020,VBZ-6255-0300-4762,b7eff46f-8f47-4f5b-b7eb-b762808ba23c,Snoozer Hammock,V4B4RNS3ZP,34.38,1,bedding,cat
1/14/2020,VBZ-6255-0300-4762,b7eff46f-8f47-4f5b-b7eb-b762808ba23c,Cat Cave,058G0P7V60,29.66,3,bedding,cat
1/14/2020,VBZ-6255-0300-4762,b7eff46f-8f47-4f5b-b7eb-b762808ba23c,Chomp-a Plush,3HDX5H4WTM,39.24,1,toy,dog
12/23/2020,KHJ-4018-0494-6623,7e861d50-d243-4f1d-8153-9365a01c9120,Foozy Mouse,8PYSMLYINS,10.8,2,toy,cat
12/23/2020,KHJ-4018-0494-6623,7e861d50-d243-4f1d-8153-9365a01c9120,Reddy Beddy,KDTMPSBZKZ,13.84,3,bedding,dog
12/23/2020,KHJ-4018-0494-6623,7e861d50-d243-4f1d-8153-9365a01c9120,Reddy Beddy,I2GQUNYDXW,36.3,1,bedding,dog
12/23/2020,KHJ-4018-0494-6623,7e861d50-d243-4f1d-8153-9365a01c9120,Chewie Dental,CG3531YP08,38.17,3,treat,dog
12/23/2020,KHJ-4018-0494-6623,7e861d50-d243-4f1d-8153-9365a01c9120,Reddy Beddy,DJWE1V9LZK,23.07,3,bedding,dog
8/29/2019,U5B-1864-6118-8216,74d5328e-2b1c-47c0-a139-05caba5a2d49,Tug-a-Back,IZBHF5KR79,21.82,2,toy,dog
1/21/2021,MR1-8720-1460-5363,978bfeb0-0409-4e0e-ba7f-2f85b3ed11b3,Yum Fish-Dish,GZCJZ3ET04,30.63,1,food,cat
10/5/2020,NYT-1253-1600-8769,cdbf7108-820a-4dc1-9c5d-107a3d5323fe,Cat Cave,058G0P7V60,29.66,3,bedding,cat
10/5/2020,NYT-1253-1600-8769,cdbf7108-820a-4dc1-9c5d-107a3d5323fe,Snack-em Fish,ORGRBTIKZR,15.34,3,treat,cat
10/5/2020,NYT-1253-1600-8769,cdbf7108-820a-4dc1-9c5d-107a3d5323fe,Tuna Tasties,A8SU9C4GLF,14.53,2,treat,cat
3/9/2021,3MC-2324-8230-4428,ab84d135-5cb0-459a-805a-b985889c8cb8,Chewie Dental,CG3531YP08,38.17,2,treat,dog
3/9/2021,3MC-2324-8230-4428,ab84d135-5cb0-459a-805a-b985889c8cb8,Ball and String,1W0N5O3XOD,16.71,3,toy,cat
3/9/2021,3MC-2324-8230-4428,ab84d135-5cb0-459a-805a-b985889c8cb8,Fetch Blaster,M291KHJ4LW,29.47,2,toy,dog
9/4/2020,17W-0107-3788-4067,c89289f5-c3cc-409c-ac21-a8f6ad8b1ae2,Purrfect Puree,28LQOI0LSK,19.96,1,treat,cat
9/4/2020,17W-0107-3788-4067,c89289f5-c3cc-409c-ac21-a8f6ad8b1ae2,Cat Cave,058G0P7V60,29.66,1,bedding,cat
9/4/2020,17W-0107-3788-4067,c89289f5-c3cc-409c-ac21-a8f6ad8b1ae2,Purr Mix,O5FYJLBE0H,24.53,2,food,cat
9/4/2020,17W-0107-3788-4067,c89289f5-c3cc-409c-ac21-a8f6ad8b1ae2,Snoozer Essentails,GABWVMEL2R,28.04,1,bedding,dog
10/7/2020,V5R-9750-3613-5783,e8ab648d-ac25-4b4a-821c-73ea6e3f8abe,Fetch Blaster,M291KHJ4LW,29.47,3,toy,dog
10/7/2020,V5R-9750-3613-5783,e8ab648d-ac25-4b4a-821c-73ea6e3f8abe,New Dish,NYW2F6CPBY,17.16,2,food,dog
10/7/2020,V5R-9750-3613-5783,e8ab648d-ac25-4b4a-821c-73ea6e3f8abe,Whole Chemistry Recipe,6K4AUUS730,18.53,1,food,dog
7/1/2020,861-8610-2656-3509,f7e07e9a-2cdb-4538-872f-e83689494598,Cat Cave,058G0P7V60,29.66,1,bedding,cat
7/1/2020,861-8610-2656-3509,f7e07e9a-2cdb-4538-872f-e83689494598,Snoozer Essentails,GABWVMEL2R,28.04,1,bedding,dog
7/1/2020,861-8610-2656-3509,f7e07e9a-2cdb-4538-872f-e83689494598,Tug-a-Back,IZBHF5KR79,21.82,3,toy,dog
7/1/2020,861-8610-2656-3509,f7e07e9a-2cdb-4538-872f-e83689494598,All Veggie Yummies,OWFPW3WZHG,25.48,1,treat,dog
7/1/2020,861-8610-2656-3509,f7e07e9a-2cdb-4538-872f-e83689494598,Reddy Beddy,I2GQUNYDXW,36.3,1,bedding,dog
11/8/2020,EZZ-7233-3930-9122,9d80b4a7-e681-45f9-ac35-74fe4183cc40,Tug-a-Back,IZBHF5KR79,21.82,2,toy,dog
11/8/2020,EZZ-7233-3930-9122,9d80b4a7-e681-45f9-ac35-74fe4183cc40,Purr Mix,O5FYJLBE0H,24.53,1,food,cat
11/8/2020,EZZ-7233-3930-9122,9d80b4a7-e681-45f9-ac35-74fe4183cc40,New Dish,NYW2F6CPBY,17.16,1,food,dog
9/13/2019,SAF-0000-6511-5834,abbb12d6-c95b-45dc-816c-eceaa39603e8,Purrfect Puree,28LQOI0LSK,19.96,1,treat,cat
9/13/2019,SAF-0000-6511-5834,abbb12d6-c95b-45dc-816c-eceaa39603e8,Feline Fix Mix,RKAPY3I1TP,39.55,1,treat,cat
9/13/2019,SAF-0000-6511-5834,abbb12d6-c95b-45dc-816c-eceaa39603e8,Whole Chemistry Recipe,6K4AUUS730,18.53,2,food,dog
9/13/2019,SAF-0000-6511-5834,abbb12d6-c95b-45dc-816c-eceaa39603e8,Yum Fish-Dish,GZCJZ3ET04,30.63,3,food,cat
9/13/2019,SAF-0000-6511-5834,abbb12d6-c95b-45dc-816c-eceaa39603e8,Snack-em Fish,ORGRBTIKZR,15.34,3,treat,cat
9/10/2019,SYR-9786-3468-3576,e98770e6-0376-4424-9299-f58b36c0ebd9,Fetch Blaster,M291KHJ4LW,29.47,1,toy,dog
9/10/2019,SYR-9786-3468-3576,e98770e6-0376-4424-9299-f58b36c0ebd9,Purr Mix,O5FYJLBE0H,24.53,1,food,cat
4/16/2020,UZG-2055-2924-2458,0ccbdeaa-5756-4da6-b615-3b4d7916197f,Purrfect Puree,28LQOI0LSK,19.96,2,treat,cat
4/16/2020,UZG-2055-2924-2458,0ccbdeaa-5756-4da6-b615-3b4d7916197f,Reddy Beddy,KDTMPSBZKZ,13.84,2,bedding,dog
4/16/2020,UZG-2055-2924-2458,0ccbdeaa-5756-4da6-b615-3b4d7916197f,Snoozer Hammock,V4B4RNS3ZP,34.38,3,bedding,cat
7/11/2019,QEJ-5168-7521-6852,066700b0-5490-4242-840e-0466e552fcbc,Cat Cave,058G0P7V60,29.66,3,bedding,cat
7/11/2019,QEJ-5168-7521-6852,066700b0-5490-4242-840e-0466e552fcbc,Reddy Beddy,I2GQUNYDXW,36.3,1,bedding,dog
7/4/2020,LYS-3625-0956-5328,b7eff46f-8f47-4f5b-b7eb-b762808ba23c,Tuna Tasties,A8SU9C4GLF,14.53,3,treat,cat
8/24/2021,JDQ-6372-7954-0918,fdfa89c3-4585-48f7-97b4-15928b95b044,Yum Fish-Dish,GZCJZ3ET04,30.63,2,food,cat
8/24/2021,JDQ-6372-7954-0918,fdfa89c3-4585-48f7-97b4-15928b95b044,New Dish,NYW2F6CPBY,17.16,3,food,dog
8/24/2021,JDQ-6372-7954-0918,fdfa89c3-4585-48f7-97b4-15928b95b044,Reddy Beddy,I2GQUNYDXW,36.3,2,bedding,dog
4/8/2020,SDJ-2015-3745-3627,4b153df1-138c-4b3a-ab23-938e2c382d31,Fetch Blaster,M291KHJ4LW,29.47,2,toy,dog
7/29/2020,PZ3-0401-6878-3503,3114538a-1a87-4f1c-a63c-7bb4b2c69460,Tuna Tasties,A8SU9C4GLF,14.53,3,treat,cat
7/29/2020,PZ3-0401-6878-3503,3114538a-1a87-4f1c-a63c-7bb4b2c69460,Reddy Beddy,DJWE1V9LZK,23.07,3,bedding,dog
7/29/2020,PZ3-0401-6878-3503,3114538a-1a87-4f1c-a63c-7bb4b2c69460,New Dish,NYW2F6CPBY,17.16,1,food,dog
7/29/2020,PZ3-0401-6878-3503,3114538a-1a87-4f1c-a63c-7bb4b2c69460,Reddy Beddy,I2GQUNYDXW,36.3,1,bedding,dog
1/27/2020,K5T-6528-0670-5499,5b88432e-d2c0-4098-b1aa-3aed452c7dc6,Snoozer Hammock,V4B4RNS3ZP,34.38,2,bedding,cat
1/27/2020,K5T-6528-0670-5499,5b88432e-d2c0-4098-b1aa-3aed452c7dc6,Scratchy Post,MPH6SCD7UT,26.95,1,toy,cat
2/26/2021,XQL-1995-4264-5504,0de82c77-495f-4840-8ef9-3e37fa30a284,All Veggie Yummies,OWFPW3WZHG,25.48,1,treat,dog
2/26/2021,XQL-1995-4264-5504,0de82c77-495f-4840-8ef9-3e37fa30a284,Fetch Blaster,M291KHJ4LW,29.47,2,toy,dog
2/26/2021,XQL-1995-4264-5504,0de82c77-495f-4840-8ef9-3e37fa30a284,New Dish,NYW2F6CPBY,17.16,3,food,dog
2/26/2021,XQL-1995-4264-5504,0de82c77-495f-4840-8ef9-3e37fa30a284,Scratchy Post,MPH6SCD7UT,26.95,3,toy,cat
2/26/2021,XQL-1995-4264-5504,0de82c77-495f-4840-8ef9-3e37fa30a284,Kitty Climber,W86BRJ9SSG,39.32,1,toy,cat
10/5/2019,8J7-8559-1028-5718,ad83da4e-7056-48ee-ae38-a919660cb099,Reddy Beddy,I2GQUNYDXW,36.3,2,bedding,dog
7/14/2019,0BH-8328-6007-1509,d4410a90-f346-4b17-8b6d-39b50313be74,Purrfect Puree,28LQOI0LSK,19.96,1,treat,cat
7/14/2019,0BH-8328-6007-1509,d4410a90-f346-4b17-8b6d-39b50313be74,Tuna Tasties,A8SU9C4GLF,14.53,3,treat,cat
7/14/2019,0BH-8328-6007-1509,d4410a90-f346-4b17-8b6d-39b50313be74,Reddy Beddy,I2GQUNYDXW,36.3,3,bedding,dog
7/14/2019,0BH-8328-6007-1509,d4410a90-f346-4b17-8b6d-39b50313be74,Feline Fix Mix,RKAPY3I1TP,39.55,2,treat,cat
5/24/2021,7BQ-6402-9628-7568,82c1cdc0-280e-4d9c-b81c-858928bfeaf6,Reddy Beddy,I2GQUNYDXW,36.3,2,bedding,dog
5/24/2021,7BQ-6402-9628-7568,82c1cdc0-280e-4d9c-b81c-858928bfeaf6,Snack-em Fish,ORGRBTIKZR,15.34,3,treat,cat
5/24/2021,7BQ-6402-9628-7568,82c1cdc0-280e-4d9c-b81c-858928bfeaf6,Feline Fix Mix,RKAPY3I1TP,39.55,2,treat,cat
5/18/2020,U7Q-9541-3921-0927,208e1a37-e7e9-46fe-8d38-4eab52084968,Whole Chemistry Recipe,6K4AUUS730,18.53,2,food,dog
5/18/2020,U7Q-9541-3921-0927,208e1a37-e7e9-46fe-8d38-4eab52084968,Tug-a-Back,IZBHF5KR79,21.82,3,toy,dog
